id,tone,shoe_type,text,tags
truyencam_302,Truyền cảm,casual,Tôi thích sự yên tĩnh quanh mình.,calm,emotion,peace
truyencam_303,Truyền cảm,casual,Mỗi bước mang một trạng thái riêng.,personal,soft,style
truyencam_304,Truyền cảm,casual,Tôi đi chậm để cảm nhận rõ hơn.,slow,emotion,life
truyencam_305,Truyền cảm,casual,Tôi giữ cảm giác thư giãn.,calm,soft,lifestyle

manhme_306,Mạnh mẽ,runner,Tôi duy trì nhịp độ ổn định.,sport,drive,power
manhme_307,Mạnh mẽ,runner,Tôi không để nhịp bị ngắt.,running,focus,strong
manhme_308,Mạnh mẽ,runner,Tôi tiến lên từng bước chắc chắn.,endurance,determination,power
manhme_309,Mạnh mẽ,runner,Mỗi bước là sự cam kết.,sport,strength,focus
manhme_310,Mạnh mẽ,runner,Tôi giữ vững sức bền.,running,energy,strong

langman_311,Lãng mạn,casual,Tôi thích cảm giác quen thuộc.,emotion,soft,lifestyle
langman_312,Lãng mạn,casual,Mỗi bước gợi lên kỷ niệm.,memory,nostalgia,calm
langman_313,Lãng mạn,casual,Tôi giữ nhịp đi chậm rãi.,peace,romantic,soft
langman_314,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_315,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_316,Tự nhiên,sandals,Tôi bước theo nhịp thở của thiên nhiên.,nature,flow,free
tunhien_317,Tự nhiên,sandals,Tôi thích cảm giác thoáng mát.,outdoor,relax,calm
tunhien_318,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng hơn.,peace,free,nature
tunhien_319,Tự nhiên,sandals,Tôi di chuyển nhẹ và chậm.,soft,relax,outdoor
tunhien_320,Tự nhiên,sandals,Tôi chọn sự giản đơn.,minimal,natural,calm

tutin_321,Tự tin,sneaker,Tôi bước đi với sự quen thuộc.,street,confidence,casual
tutin_322,Tự tin,sneaker,Tôi giữ nhịp ổn định.,urban,steady,style
tutin_323,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_324,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_325,Tự tin,sneaker,Tôi chọn sự tiện lợi hằng ngày.,casual,street,confidence

truyencam_326,Truyền cảm,casual,Tôi để cảm xúc dẫn đường.,emotion,soft,lifestyle
truyencam_327,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_328,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_329,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_330,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_331,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_332,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_333,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_334,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_335,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_336,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_337,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_338,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_339,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_340,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_341,Tự nhiên,sandals,Tôi bước theo thiên nhiên xung quanh.,nature,flow,free
tunhien_342,Tự nhiên,sandals,Tôi thích cảm giác thoáng đãng.,outdoor,relax,calm
tunhien_343,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_344,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_345,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_346,Tự tin,sneaker,Tôi bước đi đầy thoải mái.,street,confidence,casual
tutin_347,Tự tin,sneaker,Tôi giữ nhịp quen thuộc.,urban,steady,style
tutin_348,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_349,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_350,Tự tin,sneaker,Tôi chọn sự tiện lợi mỗi ngày.,casual,street,confidence

truyencam_351,Truyền cảm,casual,Tôi để cảm xúc dẫn lối.,emotion,soft,lifestyle
truyencam_352,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_353,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_354,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_355,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_356,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_357,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_358,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_359,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_360,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_361,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_362,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_363,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_364,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_365,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_366,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_367,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_368,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_369,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_370,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_371,Tự tin,sneaker,Tôi bước đi tự nhiên.,street,confidence,casual
tutin_372,Tự tin,sneaker,Tôi giữ nhịp ổn định.,urban,steady,style
tutin_373,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_374,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_375,Tự tin,sneaker,Tôi chọn sự tiện lợi.,casual,street,confidence

truyencam_376,Truyền cảm,casual,Tôi để cảm xúc dẫn lối.,emotion,soft,lifestyle
truyencam_377,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_378,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_379,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_380,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_381,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_382,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_383,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_384,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_385,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_386,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_387,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_388,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_389,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_390,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_391,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_392,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_393,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_394,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_395,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_396,Tự tin,sneaker,Tôi bước đi đầy thoải mái.,street,confidence,casual
tutin_397,Tự tin,sneaker,Tôi giữ nhịp quen thuộc.,urban,steady,style
tutin_398,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_399,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_400,Tự tin,sneaker,Tôi chọn sự tiện lợi mỗi ngày.,casual,street,confidence

truyencam_401,Truyền cảm,casual,Tôi để cảm xúc dẫn đường.,emotion,soft,lifestyle
truyencam_402,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_403,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_404,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_405,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_406,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_407,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_408,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_409,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_410,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_411,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_412,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_413,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_414,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_415,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_416,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_417,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_418,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_419,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_420,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_421,Tự tin,sneaker,Tôi bước đi tự nhiên.,street,confidence,casual
tutin_422,Tự tin,sneaker,Tôi giữ nhịp ổn định.,urban,steady,style
tutin_423,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_424,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_425,Tự tin,sneaker,Tôi chọn sự tiện lợi.,casual,street,confidence

truyencam_426,Truyền cảm,casual,Tôi để cảm xúc dẫn lối.,emotion,soft,lifestyle
truyencam_427,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_428,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_429,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_430,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_431,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_432,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_433,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_434,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_435,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_436,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_437,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_438,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_439,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_440,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_441,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_442,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_443,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_444,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_445,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_446,Tự tin,sneaker,Tôi bước đi đầy thoải mái.,street,confidence,casual
tutin_447,Tự tin,sneaker,Tôi giữ nhịp quen thuộc.,urban,steady,style
tutin_448,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_449,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_450,Tự tin,sneaker,Tôi chọn sự tiện lợi mỗi ngày.,casual,street,confidence

truyencam_451,Truyền cảm,casual,Tôi để cảm xúc dẫn đường.,emotion,soft,lifestyle
truyencam_452,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_453,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_454,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_455,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_456,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_457,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_458,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_459,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_460,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_461,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_462,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_463,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_464,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_465,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_466,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_467,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_468,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_469,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_470,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_471,Tự tin,sneaker,Tôi bước đi tự nhiên.,street,confidence,casual
tutin_472,Tự tin,sneaker,Tôi giữ nhịp ổn định.,urban,steady,style
tutin_473,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_474,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_475,Tự tin,sneaker,Tôi chọn sự tiện lợi.,casual,street,confidence

truyencam_476,Truyền cảm,casual,Tôi để cảm xúc dẫn lối.,emotion,soft,lifestyle
truyencam_477,Truyền cảm,casual,Tôi tận hưởng sự yên bình.,calm,emotion,peace
truyencam_478,Truyền cảm,casual,Mỗi bước mang lại cảm giác riêng.,soft,personal,style
truyencam_479,Truyền cảm,casual,Tôi thích nhịp sống chậm.,slow,emotion,life
truyencam_480,Truyền cảm,casual,Tôi cảm thấy thư giãn.,calm,soft,lifestyle

manhme_481,Mạnh mẽ,runner,Tôi duy trì cường độ.,sport,drive,power
manhme_482,Mạnh mẽ,runner,Tôi không bỏ nhịp.,running,focus,strong
manhme_483,Mạnh mẽ,runner,Tôi tiến lên đều đặn.,endurance,determination,power
manhme_484,Mạnh mẽ,runner,Mỗi bước là một thử thách.,sport,strength,focus
manhme_485,Mạnh mẽ,runner,Tôi giữ sức bền.,running,energy,strong

langman_486,Lãng mạn,casual,Tôi thích cảm giác quen.,emotion,soft,lifestyle
langman_487,Lãng mạn,casual,Mỗi bước gợi ký ức.,memory,nostalgia,calm
langman_488,Lãng mạn,casual,Tôi giữ nhịp chậm.,peace,romantic,soft
langman_489,Lãng mạn,casual,Không gian làm dịu cảm xúc.,gentle,emotion,style
langman_490,Lãng mạn,casual,Tôi tận hưởng sự thư thả.,calm,romance,lifestyle

tunhien_491,Tự nhiên,sandals,Tôi bước theo thiên nhiên.,nature,flow,free
tunhien_492,Tự nhiên,sandals,Tôi thích cảm giác thoáng.,outdoor,relax,calm
tunhien_493,Tự nhiên,sandals,Mỗi bước giúp tôi thả lỏng.,peace,free,nature
tunhien_494,Tự nhiên,sandals,Tôi di chuyển nhẹ nhàng.,soft,relax,outdoor
tunhien_495,Tự nhiên,sandals,Tôi chọn sự đơn giản.,minimal,natural,calm

tutin_496,Tự tin,sneaker,Tôi bước đi đầy thoải mái.,street,confidence,casual
tutin_497,Tự tin,sneaker,Tôi giữ nhịp quen thuộc.,urban,steady,style
tutin_498,Tự tin,sneaker,Phong thái đến từ sự linh hoạt.,energy,flow,street
tutin_499,Tự tin,sneaker,Tôi di chuyển nhẹ nhưng chắc.,confidence,balance,urban
tutin_500,Tự tin,sneaker,Tôi chọn sự tiện lợi mỗi ngày.,casual,street,confidence
